SL. no,Crop,Season,Temperature in C,Organic Content in %,Moisture in %,fertiliser %,pesticide usage %,estimated quality,Nitrogen %,Phosphorous %,Potassium %,Yield
1864,Potato,Kharif & Rabbi,33,35,41,81,34,46,0.044,0.46,0.694,65
1865,Potato,Kharif & Rabbi,34,29,42,77,58,32,0.088,0.41,0.529,63
1866,Potato,Kharif & Rabbi,35,42,44,73,44,48,0.082,0.525,0.623,71
1867,Potato,Kharif & Rabbi,32,41,39,63,47,49,0.061,0.4,0.55,68
1868,Potato,Kharif & Rabbi,28,64,48,45,41,85,0.068,0.462,0.752,89
1869,Potato,Kharif & Rabbi,25,35,59,67,44,54,0.06,0.399,0.744,65
1870,Potato,Kharif & Rabbi,30,56,60,29,55,48,0.105,0.55,0.784,72
1871,Potato,Kharif & Rabbi,30,62,55,30,50,54,0.079,0.538,0.765,76
1872,Potato,Kharif & Rabbi,36,64,37,54,60,37,0.107,0.516,0.78,61
1873,Potato,Kharif & Rabbi,35,25,59,70,46,42,0.053,0.502,0.673,64
1874,Potato,Kharif & Rabbi,28,34,38,68,57,36,0.12,0.397,0.631,67
1875,Potato,Kharif & Rabbi,35,54,63,28,36,85,0.129,0.522,0.726,88
1876,Potato,Kharif & Rabbi,28,34,52,80,61,32,0.065,0.45,0.675,57
1877,Potato,Kharif & Rabbi,26,31,50,58,36,39,0.081,0.437,0.592,62
1878,Potato,Kharif & Rabbi,34,43,67,63,54,34,0.099,0.38,0.571,53
1879,Potato,Kharif & Rabbi,34,50,61,33,60,51,0.132,0.463,0.737,72
1880,Potato,Kharif & Rabbi,30,65,35,45,56,48,0.069,0.478,0.823,74
1881,Potato,Kharif & Rabbi,26,41,50,59,40,56,0.099,0.42,0.538,58
1882,Potato,Kharif & Rabbi,36,30,35,70,43,48,0.112,0.509,0.597,59
1883,Potato,Kharif & Rabbi,28,30,49,69,45,43,0.063,0.391,0.652,67
1884,Potato,Kharif & Rabbi,25,31,40,75,46,44,0.058,0.5,0.557,58
1885,Potato,Kharif & Rabbi,25,71,49,40,44,84,0.11,0.583,0.753,76
1886,Potato,Kharif & Rabbi,33,53,40,46,55,59,0.129,0.558,0.76,72
1887,Potato,Kharif & Rabbi,25,28,65,81,52,43,0.077,0.381,0.628,69
1888,Potato,Kharif & Rabbi,34,43,46,70,37,42,0.074,0.522,0.692,61
1889,Potato,Kharif & Rabbi,28,46,55,73,57,30,0.046,0.409,0.702,58
1890,Potato,Kharif & Rabbi,28,55,67,29,43,75,0.07,0.472,0.771,89
1891,Potato,Kharif & Rabbi,30,52,44,39,36,76,0.064,0.569,0.738,75
1892,Potato,Kharif & Rabbi,31,33,38,65,33,42,0.058,0.532,0.718,69
1893,Potato,Kharif & Rabbi,26,61,48,36,34,76,0.129,0.523,0.721,90
1894,Potato,Kharif & Rabbi,35,45,37,63,48,42,0.069,0.409,0.655,66
1895,Potato,Kharif & Rabbi,33,63,61,25,57,46,0.128,0.526,0.72,70
1896,Potato,Kharif & Rabbi,27,38,62,72,41,38,0.05,0.402,0.717,58
1897,Potato,Kharif & Rabbi,26,66,66,28,54,52,0.116,0.473,0.713,77
1898,Potato,Kharif & Rabbi,30,39,56,67,36,50,0.077,0.516,0.556,60
1899,Potato,Kharif & Rabbi,36,35,46,63,45,46,0.067,0.409,0.714,70
1900,Potato,Kharif & Rabbi,30,44,35,68,58,41,0.091,0.489,0.695,66
1901,Potato,Kharif & Rabbi,31,70,56,24,48,72,0.098,0.587,0.797,88
1902,Potato,Kharif & Rabbi,27,37,56,77,57,36,0.069,0.48,0.701,72
1903,Potato,Kharif & Rabbi,30,59,56,27,60,50,0.088,0.537,0.753,67
1904,Potato,Kharif & Rabbi,36,49,59,72,60,37,0.103,0.484,0.758,53
1905,Potato,Kharif & Rabbi,26,36,53,68,45,48,0.062,0.452,0.719,66
1906,Potato,Kharif & Rabbi,31,45,65,63,37,52,0.113,0.478,0.561,62
1907,Potato,Kharif & Rabbi,36,29,57,70,42,43,0.068,0.527,0.523,69
1908,Potato,Kharif & Rabbi,31,67,56,33,54,51,0.121,0.559,0.747,71
1909,Potato,Kharif & Rabbi,28,53,39,52,45,47,0.082,0.569,0.768,60
1910,Potato,Kharif & Rabbi,30,23,38,81,37,43,0.058,0.519,0.646,60
1911,Potato,Kharif & Rabbi,34,28,49,79,53,34,0.105,0.522,0.74,71
1912,Potato,Kharif & Rabbi,32,28,35,75,42,55,0.093,0.492,0.685,62
1913,Potato,Kharif & Rabbi,31,57,53,25,38,87,0.063,0.47,0.812,90
1914,Potato,Kharif & Rabbi,31,28,49,67,49,51,0.074,0.444,0.74,61
1915,Potato,Kharif & Rabbi,32,25,68,64,38,54,0.081,0.452,0.761,70
1916,Potato,Kharif & Rabbi,30,48,41,67,48,50,0.078,0.457,0.669,68
1917,Potato,Kharif & Rabbi,28,29,64,71,54,32,0.044,0.454,0.634,58
1918,Potato,Kharif & Rabbi,28,47,63,65,35,55,0.108,0.462,0.721,58
1919,Potato,Kharif & Rabbi,30,30,62,79,37,53,0.118,0.447,0.549,58
1920,Potato,Kharif & Rabbi,34,68,43,52,35,40,0.069,0.462,0.826,66
1921,Potato,Kharif & Rabbi,32,42,62,71,40,44,0.067,0.388,0.545,65
1922,Potato,Kharif & Rabbi,30,29,49,59,47,56,0.059,0.509,0.73,67
1923,Potato,Kharif & Rabbi,29,68,36,42,47,79,0.115,0.591,0.722,76
1924,Potato,Kharif & Rabbi,27,62,64,27,45,87,0.094,0.56,0.713,76
1925,Potato,Kharif & Rabbi,36,53,56,24,51,56,0.098,0.587,0.787,69
1926,Potato,Kharif & Rabbi,33,31,65,62,46,44,0.094,0.444,0.692,66
1927,Potato,Kharif & Rabbi,35,63,59,25,49,78,0.076,0.572,0.736,83
1928,Potato,Kharif & Rabbi,32,53,52,32,41,85,0.135,0.594,0.828,89
1929,Potato,Kharif & Rabbi,32,67,61,30,46,78,0.075,0.578,0.806,80
1930,Potato,Kharif & Rabbi,35,49,34,71,41,45,0.108,0.477,0.635,66
1931,Potato,Kharif & Rabbi,29,51,52,32,37,78,0.135,0.52,0.827,87
1932,Potato,Kharif & Rabbi,35,69,51,31,51,55,0.08,0.584,0.717,79
1933,Potato,Kharif & Rabbi,25,31,58,80,43,45,0.059,0.417,0.618,61
1934,Potato,Kharif & Rabbi,28,69,39,54,50,50,0.108,0.502,0.787,61
1935,Potato,Kharif & Rabbi,30,46,55,59,54,45,0.07,0.521,0.735,57
1936,Potato,Kharif & Rabbi,30,71,63,31,33,78,0.095,0.5,0.749,79
1937,Potato,Kharif & Rabbi,31,71,60,31,32,84,0.11,0.586,0.761,88
1938,Potato,Kharif & Rabbi,28,26,42,70,60,38,0.082,0.538,0.609,61
1939,Potato,Kharif & Rabbi,27,63,35,51,56,35,0.135,0.545,0.808,54
1940,Potato,Kharif & Rabbi,32,48,52,81,50,31,0.097,0.452,0.661,54
1941,Potato,Kharif & Rabbi,29,38,42,75,50,44,0.11,0.481,0.652,57
1942,Potato,Kharif & Rabbi,31,43,66,79,43,41,0.12,0.457,0.595,66
1943,Potato,Kharif & Rabbi,25,69,36,53,44,55,0.067,0.582,0.742,61
1944,Potato,Kharif & Rabbi,30,50,55,25,49,77,0.122,0.586,0.809,78
1945,Potato,Kharif & Rabbi,26,35,50,76,60,30,0.05,0.459,0.628,62
1946,Potato,Kharif & Rabbi,26,56,66,24,53,50,0.076,0.577,0.772,75
1947,Potato,Kharif & Rabbi,33,63,66,25,44,86,0.103,0.456,0.821,85
1948,Potato,Kharif & Rabbi,36,47,40,63,40,50,0.081,0.435,0.618,71
1949,Potato,Kharif & Rabbi,30,55,52,27,41,72,0.065,0.536,0.744,80
1950,Potato,Kharif & Rabbi,32,53,52,24,55,46,0.068,0.53,0.728,70
1951,Potato,Kharif & Rabbi,25,71,54,24,32,85,0.095,0.48,0.782,76
1952,Potato,Kharif & Rabbi,33,26,59,66,60,33,0.094,0.382,0.746,72
1953,Potato,Kharif & Rabbi,27,66,65,31,60,58,0.119,0.455,0.717,69
1954,Potato,Kharif & Rabbi,36,53,56,33,37,78,0.136,0.486,0.786,77
1955,Potato,Kharif & Rabbi,29,61,34,41,43,87,0.103,0.477,0.793,84
1956,Potato,Kharif & Rabbi,26,33,47,78,58,36,0.046,0.445,0.577,56
1957,Potato,Kharif & Rabbi,36,32,55,64,40,52,0.105,0.444,0.739,71
1958,Potato,Kharif & Rabbi,33,29,66,68,53,31,0.044,0.514,0.746,66
1959,Potato,Kharif & Rabbi,36,42,37,71,35,42,0.086,0.438,0.752,62
1960,Potato,Kharif & Rabbi,34,61,34,40,36,87,0.116,0.564,0.791,90
1961,Potato,Kharif & Rabbi,33,39,36,69,60,37,0.079,0.415,0.527,62
1962,Potato,Kharif & Rabbi,34,27,66,73,47,46,0.09,0.479,0.666,69
1963,Potato,Kharif & Rabbi,28,67,49,40,49,78,0.124,0.53,0.735,75
1964,Potato,Kharif & Rabbi,34,41,49,73,49,38,0.094,0.444,0.695,65
1965,Potato,Kharif & Rabbi,33,59,38,36,32,75,0.083,0.555,0.741,81
1966,Potato,Kharif & Rabbi,31,64,50,29,60,58,0.133,0.501,0.784,76
1967,Potato,Kharif & Rabbi,36,50,34,47,47,74,0.098,0.574,0.787,78
1968,Potato,Kharif & Rabbi,34,56,46,45,55,48,0.092,0.489,0.782,72
1969,Potato,Kharif & Rabbi,28,46,44,70,58,38,0.056,0.526,0.65,62
1970,Potato,Kharif & Rabbi,29,29,45,59,45,40,0.06,0.406,0.732,65
1971,Potato,Kharif & Rabbi,28,59,38,44,38,77,0.086,0.574,0.8,80
1972,Potato,Kharif & Rabbi,32,64,62,33,57,54,0.089,0.456,0.782,72
1973,Potato,Kharif & Rabbi,33,26,57,71,45,57,0.096,0.372,0.546,60
1974,Potato,Kharif & Rabbi,28,24,43,70,45,47,0.083,0.472,0.531,60
1975,Potato,Kharif & Rabbi,26,63,66,26,40,85,0.097,0.497,0.772,83
1976,Potato,Kharif & Rabbi,35,30,56,76,44,52,0.12,0.537,0.679,65
1977,Potato,Kharif & Rabbi,32,27,59,66,32,41,0.117,0.382,0.758,68
1978,Potato,Kharif & Rabbi,29,33,58,69,45,54,0.081,0.423,0.666,67
1979,Potato,Kharif & Rabbi,27,39,62,69,42,56,0.104,0.524,0.761,60
1980,Potato,Kharif & Rabbi,33,25,58,65,61,37,0.084,0.528,0.657,57
1981,Potato,Kharif & Rabbi,32,27,48,66,37,50,0.085,0.499,0.533,69
1982,Potato,Kharif & Rabbi,33,67,41,48,44,77,0.111,0.538,0.719,79
1983,Potato,Kharif & Rabbi,31,45,61,70,57,49,0.081,0.494,0.718,54
1984,Potato,Kharif & Rabbi,28,55,65,27,50,50,0.108,0.491,0.73,67
1985,Potato,Kharif & Rabbi,25,64,52,33,59,57,0.103,0.467,0.776,80
1986,Potato,Kharif & Rabbi,25,41,49,79,61,34,0.042,0.475,0.642,60
1987,Potato,Kharif & Rabbi,31,71,55,27,50,48,0.096,0.45,0.733,75
1988,Potato,Kharif & Rabbi,36,24,39,73,36,54,0.097,0.462,0.532,59
1989,Potato,Kharif & Rabbi,36,53,39,35,50,47,0.126,0.563,0.818,73
1990,Potato,Kharif & Rabbi,32,64,37,36,37,77,0.119,0.571,0.802,74
1991,Potato,Kharif & Rabbi,25,31,47,58,42,52,0.094,0.422,0.549,71
1992,Potato,Kharif & Rabbi,29,69,62,25,58,59,0.102,0.569,0.766,68
1993,Potato,Kharif & Rabbi,32,60,62,29,52,58,0.083,0.496,0.81,75
1994,Potato,Kharif & Rabbi,35,69,43,50,44,82,0.123,0.581,0.789,60
1995,Potato,Kharif & Rabbi,36,40,47,59,51,33,0.052,0.477,0.552,68
1996,Potato,Kharif & Rabbi,27,65,58,30,42,72,0.086,0.535,0.712,84
1997,Potato,Kharif & Rabbi,28,49,39,64,56,42,0.065,0.493,0.722,54
1998,Potato,Kharif & Rabbi,28,29,59,63,40,46,0.094,0.413,0.544,61
1999,Potato,Kharif & Rabbi,36,33,36,72,39,39,0.077,0.456,0.766,64
2000,Potato,Kharif & Rabbi,30,43,35,68,33,43,0.105,0.436,0.605,62
2001,Potato,Kharif & Rabbi,27,27,59,71,59,33,0.054,0.41,0.77,61
2002,Potato,Kharif & Rabbi,28,42,41,63,36,39,0.09,0.407,0.592,64
2003,Potato,Kharif & Rabbi,32,37,58,74,38,49,0.068,0.458,0.618,58
2004,Potato,Kharif & Rabbi,30,37,37,72,32,54,0.093,0.423,0.623,70
2005,Potato,Kharif & Rabbi,29,31,55,75,39,57,0.076,0.481,0.678,62
2006,Potato,Kharif & Rabbi,28,55,50,24,53,56,0.102,0.49,0.815,77
2007,Potato,Kharif & Rabbi,28,63,63,24,50,56,0.097,0.467,0.762,78
2008,Potato,Kharif & Rabbi,25,30,61,77,34,47,0.096,0.392,0.637,58
2009,Potato,Kharif & Rabbi,35,60,55,24,48,82,0.065,0.461,0.727,74
2010,Potato,Kharif & Rabbi,31,45,54,61,55,45,0.064,0.468,0.742,62
2011,Potato,Kharif & Rabbi,26,38,67,62,45,46,0.052,0.397,0.749,62
2012,Potato,Kharif & Rabbi,25,27,37,62,35,42,0.053,0.475,0.583,63
2013,Potato,Kharif & Rabbi,34,59,66,32,38,78,0.082,0.475,0.804,87
2014,Potato,Kharif & Rabbi,36,69,39,54,47,48,0.138,0.456,0.772,64
2015,Potato,Kharif & Rabbi,27,46,55,66,33,51,0.072,0.501,0.62,68
2016,Potato,Kharif & Rabbi,29,41,52,60,51,43,0.08,0.423,0.564,65
2017,Potato,Kharif & Rabbi,34,37,45,75,37,54,0.054,0.525,0.566,62
2018,Potato,Kharif & Rabbi,28,49,60,79,48,46,0.06,0.464,0.611,63
2019,Potato,Kharif & Rabbi,32,39,36,81,58,47,0.052,0.408,0.623,53
2020,Potato,Kharif & Rabbi,33,37,59,68,52,39,0.086,0.486,0.768,56
2021,Potato,Kharif & Rabbi,32,55,47,54,35,40,0.081,0.522,0.811,69
2022,Potato,Kharif & Rabbi,34,42,65,76,53,48,0.101,0.401,0.765,54
2023,Potato,Kharif & Rabbi,29,39,36,65,39,52,0.073,0.511,0.681,65
2024,Potato,Kharif & Rabbi,35,65,51,25,51,42,0.117,0.471,0.819,78
2025,Potato,Kharif & Rabbi,36,37,56,58,34,39,0.105,0.406,0.711,61
2026,Potato,Kharif & Rabbi,25,28,53,73,48,56,0.061,0.468,0.725,64
2027,Potato,Kharif & Rabbi,26,71,64,27,45,84,0.128,0.516,0.744,84
2028,Potato,Kharif & Rabbi,33,58,40,38,48,72,0.082,0.598,0.719,76
2029,Potato,Kharif & Rabbi,31,63,66,33,34,77,0.064,0.505,0.782,74
2030,Potato,Kharif & Rabbi,33,29,50,77,54,49,0.066,0.494,0.607,67
2031,Potato,Kharif & Rabbi,31,58,44,49,52,42,0.076,0.473,0.767,75
2032,Potato,Kharif & Rabbi,26,67,60,31,34,84,0.085,0.586,0.745,86
2033,Potato,Kharif & Rabbi,35,49,68,61,49,55,0.088,0.421,0.559,65
2034,Potato,Kharif & Rabbi,28,61,64,28,33,86,0.085,0.466,0.719,88
2035,Potato,Kharif & Rabbi,29,52,51,27,45,75,0.097,0.489,0.765,80
2036,Potato,Kharif & Rabbi,31,42,45,70,55,34,0.08,0.385,0.671,65
2037,Potato,Kharif & Rabbi,33,69,68,32,60,42,0.095,0.492,0.813,81
2038,Potato,Kharif & Rabbi,35,46,58,72,47,49,0.044,0.411,0.532,66
2039,Potato,Kharif & Rabbi,36,69,46,48,39,85,0.069,0.546,0.783,90
2040,Potato,Kharif & Rabbi,27,49,38,60,55,47,0.113,0.379,0.662,62
2041,Potato,Kharif & Rabbi,35,46,53,65,61,38,0.058,0.391,0.621,70
2042,Potato,Kharif & Rabbi,33,55,67,25,46,81,0.117,0.547,0.828,87
2043,Potato,Kharif & Rabbi,34,58,42,51,41,45,0.078,0.508,0.719,61
2044,Potato,Kharif & Rabbi,34,65,60,33,42,87,0.11,0.513,0.828,81
2045,Potato,Kharif & Rabbi,32,35,54,60,42,54,0.068,0.445,0.683,61
2046,Potato,Kharif & Rabbi,27,50,49,49,32,72,0.072,0.452,0.787,77
2047,Potato,Kharif & Rabbi,36,55,35,50,56,51,0.103,0.481,0.769,67
2048,Potato,Kharif & Rabbi,36,39,41,68,33,51,0.11,0.504,0.547,61
2049,Potato,Kharif & Rabbi,34,38,49,75,58,38,0.05,0.43,0.646,54
2050,Potato,Kharif & Rabbi,28,57,56,33,42,83,0.082,0.556,0.752,91
2051,Potato,Kharif & Rabbi,31,58,58,33,49,85,0.128,0.531,0.82,89
2052,Potato,Kharif & Rabbi,36,58,45,52,52,36,0.105,0.576,0.724,64
2053,Potato,Kharif & Rabbi,29,68,35,44,56,47,0.093,0.583,0.81,80
2054,Potato,Kharif & Rabbi,32,32,39,80,55,34,0.073,0.502,0.766,54
2055,Potato,Kharif & Rabbi,36,36,44,75,59,31,0.11,0.377,0.64,71
2056,Potato,Kharif & Rabbi,35,34,42,61,51,49,0.088,0.496,0.649,63
2057,Potato,Kharif & Rabbi,27,26,59,59,41,40,0.07,0.472,0.675,68
2058,Potato,Kharif & Rabbi,25,70,38,48,55,49,0.085,0.502,0.791,75
2059,Potato,Kharif & Rabbi,32,64,44,44,60,58,0.129,0.547,0.731,76
2060,Potato,Kharif & Rabbi,34,54,61,24,58,55,0.068,0.57,0.798,72
2061,Potato,Kharif & Rabbi,31,65,61,27,53,47,0.067,0.588,0.811,67
2062,Potato,Kharif & Rabbi,34,66,39,49,61,59,0.075,0.57,0.817,80
2063,Potato,Kharif & Rabbi,34,52,35,42,61,52,0.127,0.577,0.781,78
2064,Potato,Kharif & Rabbi,36,62,48,48,39,86,0.066,0.563,0.727,83
2065,Potato,Kharif & Rabbi,35,26,57,80,48,54,0.107,0.44,0.545,58
2066,Potato,Kharif & Rabbi,27,28,56,67,59,47,0.104,0.503,0.532,69
2067,Potato,Kharif & Rabbi,28,39,62,66,33,46,0.072,0.442,0.701,68
2068,Potato,Kharif & Rabbi,32,54,45,35,41,80,0.124,0.486,0.723,87
2069,Potato,Kharif & Rabbi,32,33,57,73,61,41,0.087,0.384,0.564,59
2070,Potato,Kharif & Rabbi,35,70,45,47,41,79,0.091,0.542,0.734,85
2071,Potato,Kharif & Rabbi,25,34,52,60,47,50,0.106,0.479,0.769,61
2072,Potato,Kharif & Rabbi,31,28,42,66,41,43,0.049,0.512,0.571,58
2073,Potato,Kharif & Rabbi,28,59,65,24,33,83,0.065,0.554,0.767,91
2074,Potato,Kharif & Rabbi,27,54,48,42,61,61,0.105,0.474,0.718,70
2075,Potato,Kharif & Rabbi,26,27,65,70,51,38,0.075,0.475,0.611,55
2076,Potato,Kharif & Rabbi,33,40,49,76,37,55,0.069,0.388,0.644,69
2077,Potato,Kharif & Rabbi,30,32,65,71,59,35,0.116,0.503,0.738,69
2078,Potato,Kharif & Rabbi,25,69,36,45,37,78,0.065,0.485,0.776,89
2079,Potato,Kharif & Rabbi,33,70,44,40,58,44,0.124,0.453,0.766,67
2080,Potato,Kharif & Rabbi,29,30,38,60,51,49,0.111,0.392,0.637,66
2081,Potato,Kharif & Rabbi,25,67,54,29,49,75,0.123,0.541,0.773,91
2082,Potato,Kharif & Rabbi,34,51,54,32,55,44,0.132,0.59,0.804,74
2083,Potato,Kharif & Rabbi,26,48,68,68,45,38,0.061,0.409,0.595,67
2084,Potato,Kharif & Rabbi,30,65,62,31,48,78,0.083,0.498,0.81,75
2085,Potato,Kharif & Rabbi,25,57,62,30,50,43,0.076,0.599,0.793,69
2086,Potato,Kharif & Rabbi,26,29,35,66,57,35,0.066,0.522,0.681,70
2087,Potato,Kharif & Rabbi,28,28,39,78,35,38,0.044,0.377,0.56,64
2088,Potato,Kharif & Rabbi,31,30,45,78,48,55,0.109,0.519,0.718,64
2089,Potato,Kharif & Rabbi,34,39,39,78,49,38,0.101,0.487,0.637,67
2090,Potato,Kharif & Rabbi,30,59,66,28,39,84,0.067,0.507,0.713,87
2091,Potato,Kharif & Rabbi,33,29,37,61,36,39,0.12,0.496,0.69,66
2092,Potato,Kharif & Rabbi,36,42,40,58,48,41,0.104,0.421,0.611,62
2093,Potato,Kharif & Rabbi,33,23,36,60,46,53,0.117,0.393,0.761,66
2094,Potato,Kharif & Rabbi,36,50,59,28,56,59,0.1,0.545,0.725,72
2095,Potato,Kharif & Rabbi,36,30,44,78,40,42,0.054,0.416,0.538,68
2096,Potato,Kharif & Rabbi,28,50,38,50,49,72,0.081,0.482,0.755,62
2097,Potato,Kharif & Rabbi,28,40,54,58,53,36,0.089,0.377,0.663,60
2098,Potato,Kharif & Rabbi,35,34,57,80,61,48,0.083,0.518,0.753,57
2099,Potato,Kharif & Rabbi,36,51,34,35,33,85,0.128,0.584,0.796,89
2100,Potato,Kharif & Rabbi,34,33,67,72,47,48,0.077,0.458,0.629,61
2101,Potato,Kharif & Rabbi,32,44,59,70,38,55,0.046,0.39,0.653,69
2102,Potato,Kharif & Rabbi,25,39,58,78,34,44,0.046,0.533,0.717,70
2103,Potato,Kharif & Rabbi,32,63,58,29,52,42,0.102,0.592,0.751,81
2104,Potato,Kharif & Rabbi,35,65,38,47,39,72,0.132,0.576,0.776,87
2105,Potato,Kharif & Rabbi,31,39,49,69,53,37,0.108,0.445,0.752,61
2106,Potato,Kharif & Rabbi,33,63,64,31,39,85,0.126,0.531,0.735,85
2107,Potato,Kharif & Rabbi,36,51,44,44,37,82,0.114,0.546,0.745,78
2108,Potato,Kharif & Rabbi,28,30,39,59,34,56,0.049,0.437,0.727,67
2109,Potato,Kharif & Rabbi,25,27,40,72,55,44,0.11,0.521,0.543,71
2110,Potato,Kharif & Rabbi,36,59,53,33,38,84,0.089,0.537,0.8,84
2111,Potato,Kharif & Rabbi,36,70,61,30,33,82,0.081,0.493,0.822,89
2112,Potato,Kharif & Rabbi,36,41,37,76,34,41,0.101,0.53,0.607,61
2113,Potato,Kharif & Rabbi,28,35,45,78,33,43,0.097,0.382,0.521,62
2114,Potato,Kharif & Rabbi,33,49,68,74,59,34,0.075,0.471,0.61,61
2115,Potato,Kharif & Rabbi,29,52,53,32,51,61,0.137,0.479,0.729,69
2116,Potato,Kharif & Rabbi,36,23,55,70,43,52,0.065,0.413,0.618,67
2117,Potato,Kharif & Rabbi,29,37,54,77,34,52,0.094,0.408,0.739,61
2118,Potato,Kharif & Rabbi,35,68,38,52,54,46,0.137,0.522,0.75,63
2119,Potato,Kharif & Rabbi,32,60,46,47,59,55,0.139,0.591,0.786,70
2120,Potato,Kharif & Rabbi,28,47,44,59,33,38,0.066,0.386,0.676,64
2121,Potato,Kharif & Rabbi,27,62,57,31,41,74,0.082,0.518,0.793,91
2122,Potato,Kharif & Rabbi,32,68,61,25,32,86,0.124,0.576,0.754,89
2123,Potato,Kharif & Rabbi,27,57,36,40,34,78,0.078,0.557,0.741,76
2124,Potato,Kharif & Rabbi,30,58,54,32,37,73,0.103,0.548,0.713,77
2125,Potato,Kharif & Rabbi,30,62,61,25,38,86,0.11,0.582,0.813,83
2126,Potato,Kharif & Rabbi,29,46,56,66,61,30,0.096,0.477,0.59,66
2127,Potato,Kharif & Rabbi,28,65,48,36,41,83,0.102,0.48,0.758,86
2128,Potato,Kharif & Rabbi,25,34,37,70,40,52,0.1,0.535,0.53,64
2129,Potato,Kharif & Rabbi,36,35,65,79,59,41,0.094,0.458,0.694,71
2130,Potato,Kharif & Rabbi,27,64,49,55,52,37,0.098,0.472,0.771,58
2131,Potato,Kharif & Rabbi,31,23,68,58,33,47,0.1,0.438,0.696,60
2132,Potato,Kharif & Rabbi,28,64,51,30,55,55,0.11,0.589,0.783,71
2133,Potato,Kharif & Rabbi,30,49,53,74,55,48,0.112,0.42,0.62,51
2134,Potato,Kharif & Rabbi,34,55,47,44,50,52,0.12,0.543,0.791,81
2135,Potato,Kharif & Rabbi,29,47,37,75,41,43,0.072,0.521,0.623,58
2136,Potato,Kharif & Rabbi,36,69,53,30,57,56,0.063,0.471,0.808,67
2137,Potato,Kharif & Rabbi,25,70,36,34,38,72,0.082,0.585,0.746,89
2138,Potato,Kharif & Rabbi,32,61,47,53,45,54,0.077,0.466,0.761,69
2139,Potato,Kharif & Rabbi,25,38,63,66,41,56,0.095,0.47,0.593,71
2140,Potato,Kharif & Rabbi,27,34,50,80,49,56,0.081,0.529,0.599,62
2141,Potato,Kharif & Rabbi,36,35,67,61,36,57,0.104,0.449,0.641,66
2142,Potato,Kharif & Rabbi,30,43,50,60,45,47,0.064,0.438,0.757,61
2143,Potato,Kharif & Rabbi,36,71,47,48,57,61,0.111,0.561,0.825,75
2144,Potato,Kharif & Rabbi,31,35,39,72,42,49,0.061,0.471,0.525,60
2145,Potato,Kharif & Rabbi,29,49,60,60,44,43,0.051,0.528,0.641,62
2146,Potato,Kharif & Rabbi,32,59,49,45,54,49,0.071,0.474,0.808,72
2147,Potato,Kharif & Rabbi,28,56,38,44,61,51,0.139,0.573,0.773,72
2148,Potato,Kharif & Rabbi,26,26,58,61,61,33,0.095,0.534,0.721,61
2149,Potato,Kharif & Rabbi,34,55,51,25,58,59,0.081,0.576,0.809,79
2150,Potato,Kharif & Rabbi,33,65,59,31,46,84,0.114,0.527,0.743,91
2151,Potato,Kharif & Rabbi,29,50,64,30,60,61,0.085,0.521,0.764,67
2152,Potato,Kharif & Rabbi,28,70,45,51,41,41,0.091,0.58,0.818,60
2153,Potato,Kharif & Rabbi,28,24,45,78,59,32,0.074,0.41,0.646,58
2154,Potato,Kharif & Rabbi,34,62,58,26,37,81,0.125,0.509,0.712,91
2155,Potato,Kharif & Rabbi,33,65,42,51,53,39,0.084,0.511,0.76,66
2156,Potato,Kharif & Rabbi,36,68,63,33,50,45,0.118,0.47,0.765,74
2157,Potato,Kharif & Rabbi,36,42,64,60,52,48,0.108,0.475,0.662,59
2158,Potato,Kharif & Rabbi,31,69,40,50,48,84,0.072,0.595,0.793,62
2159,Potato,Kharif & Rabbi,30,31,61,60,45,43,0.064,0.496,0.615,59
2160,Potato,Kharif & Rabbi,31,42,54,60,39,39,0.085,0.533,0.64,62
2161,Potato,Kharif & Rabbi,36,52,68,28,34,86,0.089,0.532,0.739,77
2162,Potato,Kharif & Rabbi,35,30,49,66,37,53,0.044,0.385,0.534,66
2163,Potato,Kharif & Rabbi,26,39,42,70,51,46,0.05,0.499,0.599,55
2164,Potato,Kharif & Rabbi,35,65,64,29,45,80,0.098,0.499,0.817,85
2165,Potato,Kharif & Rabbi,26,46,68,78,37,44,0.063,0.506,0.555,68
2166,Potato,Kharif & Rabbi,29,26,60,70,45,56,0.09,0.523,0.613,71
2167,Potato,Kharif & Rabbi,32,38,38,61,60,35,0.114,0.377,0.594,65
2168,Potato,Kharif & Rabbi,31,60,57,32,61,55,0.088,0.514,0.749,79
2169,Potato,Kharif & Rabbi,35,58,45,34,60,59,0.079,0.463,0.791,71
2170,Potato,Kharif & Rabbi,27,23,57,78,36,45,0.117,0.443,0.668,64
2171,Potato,Kharif & Rabbi,35,59,60,30,53,54,0.098,0.592,0.752,68
2172,Potato,Kharif & Rabbi,26,38,49,75,49,45,0.113,0.526,0.639,58
2173,Potato,Kharif & Rabbi,26,55,60,30,35,74,0.091,0.584,0.781,83
2174,Potato,Kharif & Rabbi,25,57,46,51,48,53,0.136,0.549,0.75,62
2175,Potato,Kharif & Rabbi,35,47,38,78,58,37,0.072,0.519,0.584,64
2176,Potato,Kharif & Rabbi,25,47,52,63,60,41,0.099,0.434,0.722,71
2177,Potato,Kharif & Rabbi,30,34,60,74,36,55,0.066,0.502,0.662,66
2178,Potato,Kharif & Rabbi,35,38,48,81,42,55,0.076,0.536,0.634,67
2179,Potato,Kharif & Rabbi,29,55,62,30,49,79,0.106,0.576,0.731,74
